Label,Label (cy),Prefix,Name,Abstract,Type,Period Type,Balance,Deprecated Label,Deprecated Label (cy),Deprecated Date,Companies Act,Audit Regulations,FRS 102
"For remaining income statement items, see 'Income statement' section [cross-reference]","Ar gyfer eitemau datganiad incwm eraill, gweler yr adran 'datganiad incwm' [croesgyfeirio]",core,ForRemainingIncomeStatementItemsSeeIncomeStatementSectionCross-reference,true,types:xrefItemType,duration,,,,,,,
"Balance sheet, banking and finance sector [heading]","Mantolen, sector bancio a chyllid [pennawd]",core,BalanceSheetBankingFinanceSectorHeading,true,types:headingItemType,duration,,,,,,,
Total assets,Cyfanswm asedau,core,TotalAssets,false,monetaryItemType,instant,debit,,,,Name: SI; Number: 410; Year: 2008; Schedule: 1; Part: 1; Section: B,,
Cash and balances at central banks,Arian parod a balansau mewn banciau canolog,core,CashBalancesCentralBanks,false,monetaryItemType,instant,debit,,,,Name: SI; Number: 410; Year: 2008; Schedule: 1; Part: 1; Section: B,,Name: FRS; Number: 102; Paragraph: 11.42
Treasury and other eligible bills held,Biliau trysorfa a chymwys eraill a ddelir,core,TreasuryOtherEligibleBillsHeld,false,monetaryItemType,instant,debit,,,,Name: SI; Number: 410; Year: 2008; Schedule: 1; Part: 1; Section: B,,Name: FRS; Number: 102; Paragraph: 11.42
Treasury bills held,Biliau trysorfa a ddelir,core,TreasuryBillsHeld,false,monetaryItemType,instant,debit,,,,Name: SI; Number: 410; Year: 2008; Schedule: 1; Part: 1; Section: B,,Name: FRS; Number: 102; Paragraph: 11.42
Other eligible bills held,Biliau cymwys eraill a ddelir,core,OtherEligibleBillsHeld,false,monetaryItemType,instant,debit,,,,Name: SI; Number: 410; Year: 2008; Schedule: 1; Part: 1; Section: B,,Name: FRS; Number: 102; Paragraph: 11.42
Total loans and advances,Cyfanswm benthyciadau a blaendaliadau,core,TotalLoansAdvances,false,monetaryItemType,instant,debit,,,,,,Name: FRS; Number: 102; Paragraph: 11.42
Loans and advances to banks,Benthyciadau a blaensymiau i fanciau,core,LoansAdvancesToBanks,false,monetaryItemType,instant,debit,,,,Name: SI; Number: 410; Year: 2008; Schedule: 1; Part: 1; Section: B,,Name: FRS; Number: 102; Paragraph: 11.42
Loans and advances to customers,Benthyciadau a blaensymiau i gwsmeriaid,core,LoansAdvancesToCustomers,false,monetaryItemType,instant,debit,,,,Name: SI; Number: 410; Year: 2008; Schedule: 1; Part: 1; Section: B,,Name: FRS; Number: 102; Paragraph: 11.42
Debt securities held,Gwarantau dyled a ddelir,core,DebtSecuritiesHeld,false,monetaryItemType,instant,debit,,,,Name: SI; Number: 410; Year: 2008; Schedule: 1; Part: 1; Section: B,,Name: FRS; Number: 102; Paragraph: 11.42
Debt securities issued by public bodies,Gwarantau dyled a roddwyd gan gyrff cyhoeddus,core,DebtSecuritiesIssuedByPublicBodies,false,monetaryItemType,instant,debit,,,,Name: SI; Number: 410; Year: 2008; Schedule: 1; Part: 1; Section: B,,Name: FRS; Number: 102; Paragraph: 11.42
"Debt securities issued by other issuers, banking balance sheet subtotal","Gwarantau dyled a roddir gan roddwyr eraill, is-gyfanswm mantolen bancio",core,DebtSecuritiesIssuedByOtherIssuersBankingBalanceSheetSubtotal,false,monetaryItemType,instant,debit,,,,Name: SI; Number: 410; Year: 2008; Schedule: 1; Part: 1; Section: B,,Name: FRS; Number: 102; Paragraph: 11.42
Equity securities held,Gwarantau ecwiti a ddelir,core,EquitySecuritiesHeld,false,monetaryItemType,instant,debit,,,,Name: SI; Number: 410; Year: 2008; Schedule: 1; Part: 1; Section: B,,Name: FRS; Number: 102; Paragraph: 11.42
Investments in associates and joint ventures / participating interests,Buddsoddiadau mewn unigolion cyswllt a mentrau ar y cyd / buddiannau cyfranogol,core,InvestmentsInAssociatesJointVenturesParticipatingInterests,false,monetaryItemType,instant,debit,,,,Name: SI; Number: 410; Year: 2008; Schedule: 1; Part: 1; Section: B,,
Investments in group undertakings,Buddsoddiadau mewn ymrwymiadau grŵp,core,InvestmentsInGroupUndertakings,false,monetaryItemType,instant,debit,,,,Name: SI; Number: 410; Year: 2008; Schedule: 1; Part: 1; Section: B,,
Intangible assets,Asedau anniriaethol,core,IntangibleAssets,false,monetaryItemType,instant,debit,,,,Name: SI; Number: 410; Year: 2008; Schedule: 1; Part: 1; Section: B,,Name: FRS; Number: 102; Paragraph: 18.27
"Property, plant and equipment / tangible fixed assets","Eiddo, peiriannau a chyfarpar / asedau sefydlog diriaethol",core,PropertyPlantEquipment,false,monetaryItemType,instant,debit,,,,Name: SI; Number: 410; Year: 2008; Schedule: 1; Part: 1; Section: B,,Name: FRS; Number: 102; Paragraph: 17.31.e
Called up share capital not paid,Cyfalaf cyfranddaliadau wedi'i alw na thalwyd,core,CalledUpShareCapitalNotPaid,false,monetaryItemType,instant,debit,,,,Name: SI; Number: 410; Year: 2008; Schedule: 1; Part: 1; Section: B,,Name: FRS; Number: 102; Paragraph: 4.2
Own shares,Cyfranddaliadau eich hunain,core,OwnShares,false,monetaryItemType,instant,debit,,,,Name: SI; Number: 410; Year: 2008; Schedule: 1; Part: 1; Section: B,,
"Other assets, balance sheet subtotal",Asedau eraill is-gyfanswm mantolen,core,OtherAssetsBalanceSheetSubtotal,false,monetaryItemType,instant,debit,,,,Name: SI; Number: 410; Section: B; Part: 1; Schedule: 1; Year: 2008,,
"Prepayments and accrued income, not expressed within current asset subtotal","Rhagdaliadau ac Incwm Cronedig, na fynegwyd yn is-gyfanswm yr asedau cyfredol",core,PrepaymentsAccruedIncomeNotExpressedWithinCurrentAssetSubtotal,false,monetaryItemType,instant,debit,,,,Name: SI; Number: 410; Year: 2008; Schedule: 1; Part: 1; Section: B,,
Total liabilities,"Cyfanswm y rhwymedigaethau,",core,TotalLiabilities,false,monetaryItemType,instant,credit,,,,Name: SI; Number: 410; Year: 2008; Schedule: 1; Part: 1; Section: B,,
Total deposits from customers and banks,Cyfanswm adneuon gan gwsmeriaid a banciau,core,TotalDepositsFromCustomersBanks,false,monetaryItemType,instant,credit,,,,,,Name: FRS; Number: 102; Paragraph: 11.42
Deposits from banks,Adneuon o fanciau,core,DepositsFromBanks,false,monetaryItemType,instant,credit,,,,Name: SI; Number: 410; Year: 2008; Schedule: 1; Part: 1; Section: B,,Name: FRS; Number: 102; Paragraph: 11.42
Deposits from customers,Adneuon gan gwsmeriaid,core,DepositsFromCustomers,false,monetaryItemType,instant,credit,,,,Name: SI; Number: 410; Year: 2008; Schedule: 1; Part: 1; Section: B,,Name: FRS; Number: 102; Paragraph: 11.42
Debt securities in issue,Gwarantau dyled a roddwyd,core,DebtSecuritiesInIssue,false,monetaryItemType,instant,credit,,,,Name: SI; Number: 410; Year: 2008; Schedule: 1; Part: 1; Section: B,,Name: FRS; Number: 102; Paragraph: 11.42
Bonds and medium-term notes in issue,Bondiau a nodiadau tymor canolig mewn dadl,core,BondsMedium-termNotesInIssue,false,monetaryItemType,instant,credit,,,,Name: SI; Number: 410; Year: 2008; Schedule: 1; Part: 1; Section: B,,Name: FRS; Number: 102; Paragraph: 11.42
"Other debt securities in issue, banking balance sheet subtotal","Gwarantau dyled eraill a roddwyd, is-gyfanswm mantolen bancio",core,OtherDebtSecuritiesInIssueBankingBalanceSheetSubtotal,false,monetaryItemType,instant,credit,,,,Name: SI; Number: 410; Section: B; Part: 1; Schedule: 1; Year: 2008,,
"Other liabilities, banking balance sheet subtotal","Rhwymedigaethau eraill, is-gyfanswm mantolen bancio",core,OtherLiabilitiesBankingBalanceSheetSubtotal,false,monetaryItemType,instant,credit,,,,Name: SI; Number: 410; Section: B; Part: 1; Schedule: 1; Year: 2008,,
Accrued liabilities and deferred income,Atebolrwydd cronedig ac incwm gohiriedig,core,AccruedLiabilitiesDeferredIncome,false,monetaryItemType,instant,credit,,,,Name: SI; Number: 410; Year: 2008; Schedule: 1; Part: 1; Section: B,,Name: FRS; Number: 102; Paragraph: 4.2
"Provisions for liabilities, balance sheet subtotal","Darpariaethau ar gyfer rhwymedigaethau, is-gyfanswm mantolen",core,ProvisionsForLiabilitiesBalanceSheetSubtotal,false,monetaryItemType,instant,credit,,,,Name: SI; Number: 410; Year: 2008; Schedule: 1; Part: 1; Section: B,,
Retirement benefit obligations (surplus),Ymrwymiadau buddiannau ymddeol (gwarged),core,RetirementBenefitObligationsSurplus,false,monetaryItemType,instant,credit,,,,Name: SI; Number: 410; Year: 2008; Schedule: 1; Part: 1; Section: B,,Name: FRS; Number: 102; Paragraph: 28.41.e
"Taxation, including deferred taxation, balance sheet subtotal","Trethiant, yn cynnwys trethiant gohiriedig, is-gyfanswm mantolen",core,TaxationIncludingDeferredTaxationBalanceSheetSubtotal,false,monetaryItemType,instant,credit,,,,Name: SI; Number: 410; Year: 2008; Schedule: 1; Part: 1; Section: B,,
"Other provisions, balance sheet subtotal","Darpariaethau eraill, is-gyfanswm mantolen",core,OtherProvisionsBalanceSheetSubtotal,false,monetaryItemType,instant,credit,,,,Name: SI; Number: 410; Year: 2008; Schedule: 1; Part: 1; Section: B,,
Subordinated liabilities,Rhwymedigaethau isradd,core,SubordinatedLiabilities,false,monetaryItemType,instant,credit,,,,Name: SI; Number: 410; Year: 2008; Schedule: 1; Part: 1; Section: B,,Name: FRS; Number: 102; Paragraph: 11.42
Equity / share capital and reserves,Ecwiti / cyfalaf cyfranddaliad a chronfeydd Wrth Gefn,core,Equity,false,monetaryItemType,instant,credit,,,,Name: SI; Number: 410; Year: 2008; Schedule: 1; Part: 1; Section: B,,Name: FRS; Number: 102; Paragraph: 6.3
"For further breakdowns of assets and liabilities, see 'Notes on assets and liabilities' and other appropriate sections [cross-reference]","I weld mwy o ddadansoddiad o asedau a rhwymedigaethau, gweler yr adran 'Nodiadau ar asedau a rhwymedigaethau' ac adrannau priodol eraill [croesgyfeirio]",core,ForFurtherBreakdownsAssetsLiabilitiesSeeNotesOnAssetsLiabilitiesOtherAppropriateSectionsCross-reference,true,types:xrefItemType,duration,,,,,,,
Balance sheet / Statement of financial position free-text comment,Mantolen / Datganiad Sefyllfa Ariannol sylwad testun rhydd,core,BalanceSheetStatementFinancialPositionFree-textComment,false,stringItemType,duration,,,,,Name: SI; Number: 410; Year: 2008; Schedule: 1; Part: 1; Section: B,,
Approval of financial statements [heading],Cymeradwyaeth i ddatganiadau ariannol [pennawd],core,ApprovalFinancialStatementsHeading,true,types:headingItemType,duration,,,,,,,
Director signing financial statements,Cyfarwyddwr sydd yn llofnodi datganiad ariannol,core,DirectorSigningFinancialStatements,false,types:fixedItemType,duration,,,,,Name: CA; Section: 414; Paragraph: 1; Year: 2006,,
Date of authorisation of financial statements for issue,Dyddiad awdurdodi datganiad ariannol ar gyfer eu cyhoeddi,core,DateAuthorisationFinancialStatementsForIssue,false,dateItemType,instant,,,,,,,Name: FRS; Number: 102; Paragraph: 32.9
Description of body authorising financial statements,Disgrifiad o'r corff sydd yn awdurdodi datganiadau ariannol,core,DescriptionBodyAuthorisingFinancialStatements,false,stringItemType,duration,,,,,,,Name: FRS; Number: 102; Paragraph: 32.9
"Cash flow Statement, additional banking and finance items [heading]","Datganiad Llif arian, eitemau bancio a chyllid ychwanegol [pennawd]",core,CashFlowStatementAdditionalBankingFinanceItemsHeading,true,types:headingItemType,duration,,,,,,,
"Net cash flows from (used in) investing activities, additional banking and finance items [heading]","Llifoedd arian ney (a ddefnyddir mewn) gweithgareddau cyllido, eitemau cronfa fuddsoddi ychwanegol [pennawd]",core,NetCashFlowsFromUsedInInvestingActivitiesAdditionalBankingFinanceItemsHeading,true,types:headingItemType,duration,,,,,,,
"Net cash inflow (outflow) from change in loans and advances, classified as investing activities",Mewnlif arian net (all-lif) o newid mewn benthyciadau a blaensymiau a ddosberthir fel gweithgareddau buddsoddi,core,NetCashInflowOutflowFromChangeInLoansAdvancesClassifiedAsInvestingActivities,false,monetaryItemType,duration,debit,,,,,,Name: FRS; Number: 102; Paragraph: 7.5
"Net cash flows from (used in) financing activities, additional banking and finance items [heading]","Llifoedd arian net (a ddefnyddir mewn) gweithgareddau cyllido, eitemau cronfa fuddsoddi ychwanegol [pennawd]",core,NetCashFlowsFromUsedInFinancingActivitiesAdditionalBankingFinanceItemsHeading,true,types:headingItemType,duration,,,,,,,
"Net cash inflow (outflow) from change in reverse repurchase agreements and other similar secured lending, classified as financing activities","Mewnlif arian net (all-lif) o newid mewn cytundebau gwrthdroi adbryniant a benthyciadau eraill cyffelyb a ddiogelwyd, a ddosbarthwyd fel gweithgareddau ariannu",core,NetCashInflowOutflowFromChangeInReverseRepurchaseAgreementsOtherSimilarSecuredLendingClassifiedAsFinancingActivities,false,monetaryItemType,duration,debit,,,,,,Name: FRS; Number: 102; Paragraph: 7.6
"Net cash inflow (outflow) from change in repurchase agreements and other similar secured borrowing, classified as financing activities","Mewnlif arian net (all-lif) o newid mewn cytundebau adbrynu a benthyciadau cyffelyb eraill a ddiogelwyd, a ddosberthir fel gweithgareddau cyllido",core,NetCashInflowOutflowFromChangeInRepurchaseAgreementsOtherSimilarSecuredBorrowingClassifiedAsFinancingActivities,false,monetaryItemType,duration,debit,,,,,,Name: FRS; Number: 102; Paragraph: 7.6
"Material accounting policy information, additional banking and finance items [heading]","Gwybodaeth polisïau cyfrifyddu materol, eitemau bancio a chyllid ychwanegol [pennawd]",core,MaterialAccountingPolicyInformationAdditionalBankingFinanceItemsHeading,true,types:headingItemType,duration,,,,,,,
Goodwill in business combinations policy,Ewyllys da mewn polisi cyfuniadau Busnes,core,GoodwillInBusinessCombinationsPolicy,false,stringItemType,duration,,,,,,,Name: FRS; Number: 102; Paragraph: 8.5
Loans and advances to banks and customers recognition and measurement policy,Benthyciadau a blaensymiau i fanciau a pholisi cydnabod a mesuriad cwsmeriaid,core,LoansAdvancesToBanksCustomersRecognitionMeasurementPolicy,false,stringItemType,duration,,,,,,,Name: FRS; Number: 102; Paragraph: 8.5
Reclassification of financial assets policy,Polisi ailddosbarthu asedau ariannol,core,ReclassificationFinancialAssetsPolicy,false,stringItemType,duration,,,,,,,Name: FRS; Number: 102; Paragraph: 8.5
Day 1 profit or loss policy,Diwrnod 1 polisi elw neu golled,core,Day1ProfitOrLossPolicy,false,stringItemType,duration,,,,,,,Name: FRS; Number: 102; Paragraph: 8.5
Debt securities in issue and other borrowed funds recognition and measurement policy,Gwarantau dyled a roddwyd a pholisi cydnabod a mesur cronfeydd eraill a fenthycwyd,core,DebtSecuritiesInIssueOtherBorrowedFundsRecognitionMeasurementPolicy,false,stringItemType,duration,,,,,,,Name: FRS; Number: 102; Paragraph: 8.5
Subordinated debt recognition and measurement policy,Polisi cydnabod a mesur dyled isradd,core,SubordinatedDebtRecognitionMeasurementPolicy,false,stringItemType,duration,,,,,,,Name: FRS; Number: 102; Paragraph: 8.5
Equity instruments recognition and measurement policy,Polisi cydnabod a mesur ecwiti,core,EquityInstrumentsRecognitionMeasurementPolicy,false,stringItemType,duration,,,,,,,Name: FRS; Number: 102; Paragraph: 8.5
Derecognition of financial assets and financial liabilities policy,Peidio â chydnabod asedau ariannol a pholisi rhwymedigaethau ariannol,core,DerecognitionFinancialAssetsFinancialLiabilitiesPolicy,false,stringItemType,duration,,,,,,,Name: FRS; Number: 102; Paragraph: 8.5
Repurchase and reverse repurchase agreements policy,Polisi cytundebau adbryniant ac adbryniant gwrthdroi,core,RepurchaseReverseRepurchaseAgreementsPolicy,false,stringItemType,duration,,,,,,,Name: FRS; Number: 102; Paragraph: 8.5
Securities lending and borrowing policy,Polisi benthyca gwarantau,core,SecuritiesLendingBorrowingPolicy,false,stringItemType,duration,,,,,,,Name: FRS; Number: 102; Paragraph: 8.5
Valuation of financial instruments policy,Polisi prisiad offerynnau ariannol,core,ValuationFinancialInstrumentsPolicy,false,stringItemType,duration,,,,,,,Name: FRS; Number: 102; Paragraph: 8.5
Offsetting financial instruments policy,Polisi offerynnau ariannol gwrthbwyso,core,OffsettingFinancialInstrumentsPolicy,false,stringItemType,duration,,,,,,,Name: FRS; Number: 102; Paragraph: 8.5
Financial guarantees policy,Polisi gwarantau ariannol,core,FinancialGuaranteesPolicy,false,stringItemType,duration,,,,,,,Name: FRS; Number: 102; Paragraph: 8.5
Fiduciary assets policy,Polisi asedau ymddiriedol,core,FiduciaryAssetsPolicy,false,stringItemType,duration,,,,,,,Name: FRS; Number: 102; Paragraph: 8.5
Cash flow hedge policy,Polisi rhagfantoli llif arian,core,CashFlowHedgePolicy,false,stringItemType,duration,,,,,,,Name: FRS; Number: 102; Paragraph: 8.5
